Date,Crypto,Valeur
2023-09-10 18:24:19,ARB,650.356780324162
2023-09-10 18:24:19,ETH,12.94174215226924
2023-09-10 18:24:19,TEL,317.8020661042644
2023-09-10 18:24:19,OCEAN,438.701214162239
2023-09-10 18:24:19,GALA,149.6990790386
2023-09-10 18:24:19,USD,0.0
2023-09-10 18:24:19,XRP,2400.7028522401692
2023-09-10 18:24:19,ATOM,296.0828119811222
2023-09-10 18:58:37,ARB,642.4996045329458
2023-09-10 18:58:37,ETH,12.86690498822849
2023-09-10 18:58:37,TEL,316.94410341338903
2023-09-10 18:58:37,OCEAN,435.21014705721825
2023-09-10 18:58:37,GALA,149.09065798987723
2023-09-10 18:58:37,USD,0.0
2023-09-10 18:58:37,XRP,2397.1513054170355
2023-09-10 18:58:37,ATOM,294.43629184828563
2023-09-11 00:03:55,ARB,648.9485946328738
2023-09-11 00:03:55,ETH,12.987271422568316
2023-09-11 00:03:55,TEL,320.22506872219907
2023-09-11 00:03:55,OCEAN,439.6445955633211
2023-09-11 00:03:55,GALA,151.43170239133792
2023-09-11 00:03:55,USD,0.0
2023-09-11 00:03:55,XRP,2417.270871514339
2023-09-11 00:03:55,ATOM,297.42017089459756
2023-09-11 00:45:01,ARB,648.8246629928411
2023-09-11 00:45:01,ETH,12.973135600125596
2023-09-11 00:45:01,TEL,320.01011348348743
2023-09-11 00:45:01,OCEAN,439.62956361343663
2023-09-11 00:45:01,GALA,150.3832897949878
2023-09-11 00:45:01,USD,0.0
2023-09-11 00:45:01,XRP,2415.535874654607
2023-09-11 00:45:01,ATOM,296.99133411561803
2023-09-11 01:06:52,ARB,2.856778715605153
2023-09-11 01:06:52,ETH,12.949394377252414
2023-09-11 01:06:52,TEL,319.7663636131545
2023-09-11 01:06:52,OCEAN,437.4902078499488
2023-09-11 01:06:52,GALA,150.0872622243511
2023-09-11 01:06:52,USD,0.0
2023-09-11 01:06:52,XRP,2411.066174311693
2023-09-11 01:06:52,ATOM,295.8888070914069
2023-09-11 01:06:54,ARB,2.856778715605153
2023-09-11 01:06:54,ETH,12.949394377252414
2023-09-11 01:06:54,TEL,319.7663636131545
2023-09-11 01:06:54,OCEAN,437.4902078499488
2023-09-11 01:06:54,GALA,150.0872622243511
2023-09-11 01:06:54,USD,0.0
2023-09-11 01:06:54,XRP,2411.066174311693
2023-09-11 01:06:54,ATOM,295.8888070914069
2023-09-11 01:10:17,ARB,646.238598730964
2023-09-11 01:10:17,ETH,12.95203249460593
2023-09-11 01:10:17,TEL,319.6275443384897
2023-09-11 01:10:17,OCEAN,436.65117654508856
2023-09-11 01:10:17,GALA,149.87767025452374
2023-09-11 01:10:17,USD,0.0
2023-09-11 01:10:17,XRP,2410.4651334839446
2023-09-11 01:10:17,ATOM,295.7293422382528
2023-09-11 01:20:41,ARB,646.1418484527375
2023-09-11 01:20:41,ETH,12.941213638655018
2023-09-11 01:20:41,TEL,319.36619407041786
2023-09-11 01:20:41,OCEAN,436.4050748677778
2023-09-11 01:20:41,GALA,149.77547214453057
2023-09-11 01:20:41,USD,0.0
2023-09-11 01:20:41,XRP,2409.662656264811
2023-09-11 01:20:41,ATOM,295.5662847879303
2023-09-11 16:10:12,ARB,595.197649076652
2023-09-11 16:10:12,ETH,12.657459727746152
2023-09-11 16:10:12,TEL,303.2007548611067
2023-09-11 16:10:12,OCEAN,429.53750911517034
2023-09-11 16:10:12,GALA,144.98711305586718
2023-09-11 16:10:12,USD,0.0
2023-09-11 16:10:12,XRP,2288.9180607671533
2023-09-11 16:10:12,ATOM,285.15856096806067
2023-09-11 16:24:14,ARB,595.2235991444938
2023-09-11 16:24:14,ETH,12.62943693878074
2023-09-11 16:24:14,TEL,302.94318151080444
2023-09-11 16:24:14,OCEAN,431.0851491783612
2023-09-11 16:24:14,GALA,145.5630120854219
2023-09-11 16:24:14,USD,0.0
2023-09-11 16:24:14,XRP,2289.211491269194
2023-09-11 16:24:14,ATOM,285.2831483814498
2023-09-11 22:33:40,ARB,0.0
2023-09-11 22:33:40,ETH,12.342763317135871
2023-09-11 22:33:40,TEL,300.155008146685
2023-09-11 22:33:40,OCEAN,429.3627887378479
2023-09-11 22:33:40,GALA,142.8370890093752
2023-09-11 22:33:40,USD,0.0
2023-09-11 22:33:40,XRP,2272.6332123946754
2023-09-11 22:33:40,ATOM,281.09440703206474
2023-10-23 15:52:23,ARB,0.0
2023-10-23 15:52:23,ETH,12.449028733185479
2023-10-23 15:52:23,TEL,676.7624259989842
2023-10-23 15:52:23,OCEAN,412.46481578015806
2023-10-23 15:52:23,GALA,245.44459944301454
2023-10-23 15:52:23,USD,0.0
2023-10-23 15:52:23,XRP,2672.6342978503994
2023-10-23 15:52:23,ATOM,301.67006368915116
2023-10-23 16:08:56,ARB,0.0
2023-10-23 16:08:56,ETH,12.467744283614635
2023-10-23 16:08:56,XRP,2677.1709520275153
2023-10-23 16:08:56,ATOM,301.9815876896683
2023-10-23 16:16:17,ETH,12.488921213616424
2023-10-23 16:16:17,TEL,675.7152665553166
2023-10-23 16:16:17,OCEAN,414.8346587147293
2023-10-23 16:16:17,GALA,246.9183831391432
2023-10-23 16:16:17,USD,0.0
2023-10-23 16:16:17,XRP,2680.4953659026055
2023-10-23 16:16:17,ATOM,302.8515989606869
2023-10-23 16:31:50,XRP,2681.369214552769
2023-10-23 16:31:50,ETH,2.9623742421829315
2023-10-23 16:31:50,TEL,677.0766106089613
2023-10-23 16:31:50,OCEAN,416.452849235929
2023-10-23 16:31:50,GALA,246.89158097881884
2023-10-23 16:31:50,USD,0.0
2023-10-23 16:31:50,ATOM,303.23786794771667
2023-10-23 16:32:13,XRP,2681.369214552769
2023-10-23 16:32:13,ETH,2.9613512155875523
2023-10-23 16:32:13,TEL,677.1436067634208
2023-10-23 16:32:13,OCEAN,416.45057018228965
2023-10-23 16:32:13,GALA,246.89158097881884
2023-10-23 16:32:13,USD,0.0
2023-10-23 16:32:13,ATOM,303.2379014056448
2023-10-23 16:38:11,XRP,2680.672507206981
2023-10-23 16:38:11,ETH,2.9584862953738322
2023-10-23 16:38:11,TEL,677.1412978322247
2023-10-23 16:38:11,OCEAN,415.8977648570039
2023-10-23 16:38:11,GALA,246.45763380436802
2023-10-23 16:38:11,USD,0.0
2023-10-23 16:38:11,ATOM,302.8538408068335
2023-10-23 16:50:07,XRP,2679.573515667642
2023-10-23 16:50:07,ETH,2.9690686669274
2023-10-23 16:50:07,TEL,678.8792053122382
2023-10-23 16:50:07,OCEAN,416.1003107454303
2023-10-23 16:50:07,GALA,246.46550612558642
2023-10-23 16:50:07,USD,0.0
2023-10-23 16:50:07,ATOM,303.20826078838405
2023-10-23 17:01:16,XRP,2683.1777100758377
2023-10-23 17:01:16,ETH,2.965850704753618
2023-10-23 17:01:16,TEL,680.5088061482728
2023-10-23 17:01:16,OCEAN,416.4720727457633
2023-10-23 17:01:16,GALA,245.55853458462144
2023-10-23 17:01:16,USD,0.0
2023-10-23 17:01:16,ATOM,303.45646701769044
2023-10-23 15:29:04,XRP,2686.8634450323902
2023-10-23 15:29:04,ETH,2.96213967343069
2023-10-23 15:29:04,TEL,685.3297477392852
2023-10-23 15:29:04,OCEAN,417.64962218579217
2023-10-23 15:29:04,GALA,245.38575627563773
2023-10-23 15:29:04,USD,0.0
2023-10-23 15:29:04,ATOM,303.53682051333624
2023-10-23 15:29:44,XRP,2686.2800603160986
2023-10-23 15:29:44,ETH,2.9647052062306716
2023-10-23 15:29:44,TEL,685.3076595389899
2023-10-23 15:29:44,OCEAN,417.5113444065229
2023-10-23 15:29:44,GALA,245.3171068046439
2023-10-23 15:29:44,USD,0.0
2023-10-23 15:29:44,ATOM,303.37423775002344
2023-10-23 15:30:12,XRP,2710.420693738245
2023-10-23 15:30:12,ETH,2.9679162425485335
2023-10-23 15:30:12,TEL,685.0676083780587
2023-10-23 15:30:12,OCEAN,417.60011140280693
2023-10-23 15:30:12,GALA,244.88594731928683
2023-10-23 15:30:12,USD,0.0
2023-10-23 15:30:12,ATOM,303.06564265352773
2023-10-23 15:35:14,XRP,2716.7780471225547
2023-10-23 15:35:14,ETH,2.9640521274516227
2023-10-23 15:35:14,TEL,686.2377652196117
2023-10-23 15:35:14,OCEAN,417.47870160847316
2023-10-23 15:35:14,GALA,244.63397648929097
2023-10-23 15:35:14,USD,0.0
2023-10-23 15:35:14,ATOM,302.89821230136585
2023-10-23 15:43:28,XRP,2714.71273917046
2023-10-23 15:43:28,ETH,2.9649854606154533
2023-10-23 15:43:28,TEL,684.3379439488423
2023-10-23 15:43:28,OCEAN,417.4274829250208
2023-10-23 15:43:28,GALA,244.61932987282978
2023-10-23 15:43:28,USD,0.0
2023-10-23 15:43:28,ATOM,302.6700702181567
2023-10-23 15:48:39,XRP,2714.71273917046
2023-10-23 15:48:39,ETH,2.9649854606154533
2023-10-23 15:48:39,TEL,684.3379439488423
2023-10-23 15:48:39,OCEAN,417.4274829250208
2023-10-23 15:48:39,GALA,244.61932987282978
2023-10-23 15:48:39,USD,0.0
2023-10-23 15:48:39,ATOM,302.6701036126097
2023-10-23 15:56:23,XRP,2712.2417207173303
2023-10-23 15:56:23,ETH,2.9652006677766214
2023-10-23 15:56:23,TEL,685.5555981652976
2023-10-23 15:56:23,OCEAN,417.123886746018
2023-10-23 15:56:23,GALA,244.4655766351465
2023-10-23 15:56:23,USD,0.0
2023-10-23 15:56:23,ATOM,302.56943462225814
2023-10-23 16:18:04,XRP,2712.6485062900283
2023-10-23 16:18:04,ETH,2.9653602262097505
2023-10-23 16:18:04,TEL,686.722306213396
2023-10-23 16:18:04,OCEAN,417.5169156966567
2023-10-23 16:18:04,GALA,244.5542389182345
2023-10-23 16:18:04,USD,0.0
2023-10-23 16:18:04,ATOM,303.00540997380887
2023-10-24 10:01:54,XRP,2784.116280124051
2023-10-24 10:01:54,ETH,3.2255224927216646
2023-10-24 10:01:54,TEL,755.1700306362783
2023-10-24 10:01:54,OCEAN,446.4805427947063
2023-10-24 10:01:54,GALA,266.5772538581412
2023-10-24 10:01:54,USD,0.0
2023-10-24 10:01:54,ATOM,325.3075638433079
2023-10-24 10:04:50,XRP,2782.5841412275
2023-10-24 10:04:50,ETH,3.2272400312456666
2023-10-24 10:04:50,TEL,758.5564070153889
2023-10-24 10:04:50,OCEAN,446.3912656726166
2023-10-24 10:04:50,GALA,266.4016220561937
2023-10-24 10:04:50,USD,0.0
2023-10-24 10:04:50,ATOM,325.2811279495656
2023-10-24 12:36:35,XRP,2782.5841412275
2023-10-24 12:36:35,ETH,3.2272400312456666
2023-10-24 12:36:35,TEL,758.5564070153889
2023-10-24 12:36:35,OCEAN,446.4823681174898
2023-10-24 12:36:35,GALA,266.54614531239844
2023-10-24 12:36:35,USD,0.0
2023-10-24 12:36:35,ATOM,325.37564361404606
2023-10-24 14:02:18,XRP,2784.116280124051
2023-10-24 14:02:18,ETH,3.2255224927216646
2023-10-24 14:02:18,TEL,755.1700306362783
2023-10-24 14:02:18,OCEAN,446.4805427947063
2023-10-24 14:02:18,GALA,266.5772538581412
2023-10-24 14:02:18,USD,0.0
2023-10-24 14:02:18,ATOM,325.3075638433079
2023-10-24 23:02:02,XRP,2934.666540779499
2023-10-24 23:02:02,ETH,3.2637935702384437
2023-10-24 23:02:02,TEL,805.3146992280907
2023-10-24 23:02:02,OCEAN,462.63183730168157
2023-10-24 23:02:02,GALA,273.4480173756855
2023-10-24 23:02:02,USD,0.0
2023-10-24 23:02:02,ATOM,328.32477324140444
2023-10-25 10:37:06,XRP,2791.5028969374157
2023-10-25 10:37:06,ETH,3.140136822199818
2023-10-25 10:37:06,TEL,784.057886351658
2023-10-25 10:37:06,OCEAN,451.7230604248989
2023-10-25 10:37:06,GALA,269.16346403418333
2023-10-25 10:37:06,USD,0.0
2023-10-25 10:37:06,ATOM,317.62553033240715
2023-10-25 11:04:32,XRP,2791.5028969374157
2023-10-25 11:04:32,ETH,3.140136822199818
2023-10-25 11:04:32,TEL,784.057886351658
2023-10-25 11:04:32,OCEAN,451.72848123140557
2023-10-25 11:04:32,GALA,269.16346403418333
2023-10-25 11:04:32,USD,0.0
2023-10-25 11:04:32,ATOM,317.6255793508551
2023-10-25 20:56:25,XRP,2840.607756020215
2023-10-25 20:56:25,ETH,3.186480406347882
2023-10-25 20:56:25,TEL,828.8223746806123
2023-10-25 20:56:25,OCEAN,477.0937183118098
2023-10-25 20:56:25,GALA,289.93800649185795
2023-10-25 20:56:25,USD,0.0
2023-10-25 20:56:25,ATOM,326.85387355034345
2023-10-25 21:45:14,XRP,2817.8310755599246
2023-10-25 21:45:14,ETH,3.1551465771817093
2023-10-25 21:45:14,TEL,809.0279651190478
2023-10-25 21:45:14,OCEAN,459.04522303426097
2023-10-25 21:45:14,GALA,279.5761022656849
2023-10-25 21:45:14,USD,0.0
2023-10-25 21:45:14,ATOM,319.27313432919067
2023-10-25 22:57:45,XRP,2803.428339733093
2023-10-25 22:57:45,ETH,3.151562325130359
2023-10-25 22:57:45,TEL,799.451364021196
2023-10-25 22:57:45,OCEAN,456.07463597836966
2023-10-25 22:57:45,GALA,277.64393822327855
2023-10-25 22:57:45,USD,0.0
2023-10-25 22:57:45,ATOM,318.5477175387052
2023-10-25 22:57:45,ESX,617.998962
2023-10-26 09:14:48,XRP,2864.4545292098123
2023-10-26 09:14:48,ETH,3.2595970961272362
2023-10-26 09:14:48,TEL,812.5636857249733
2023-10-26 09:14:48,OCEAN,479.8658947468543
2023-10-26 09:14:48,GALA,350.2422640914322
2023-10-26 09:14:48,USD,0.0
2023-10-26 09:14:48,ATOM,332.8457762041751
2023-10-26 09:14:48,ESX,617.998962
2023-10-26 11:01:05,XRP,2831.743057698541
2023-10-26 11:01:05,ETH,3.233394969738491
2023-10-26 11:01:05,TEL,831.1504640492627
2023-10-26 11:01:05,OCEAN,469.8773484503175
2023-10-26 11:01:05,GALA,344.7189388522171
2023-10-26 11:01:05,USD,0.0
2023-10-26 11:01:05,ATOM,330.05625698401684
2023-10-26 11:01:05,ESX,617.998962
2023-10-26 13:42:53,XRP,2864.0421574372003
2023-10-26 13:42:53,ETH,3.2595970961272362
2023-10-26 13:42:53,TEL,812.5636857249733
2023-10-26 13:42:53,OCEAN,479.8658947468543
2023-10-26 13:42:53,GALA,348.80790673396933
2023-10-26 13:42:53,USD,0.0
2023-10-26 13:42:53,ATOM,332.84578353890356
2023-10-26 13:42:53,ESX,617.998962
2023-10-28 08:05:07,XRP,2765.8089596662294
2023-10-28 08:05:07,ETH,3.1590370875514546
2023-10-28 08:05:07,TEL,782.861704808438
2023-10-28 08:05:07,OCEAN,498.74855032175043
2023-10-28 08:05:07,GALA,318.74563985472633
2023-10-28 08:05:07,USD,0.0
2023-10-28 08:05:07,ATOM,325.9535885679415
2023-10-28 08:05:07,ESX,617.998962
2023-10-28 10:41:19,XRP,2771.4656662414072
2023-10-28 10:41:19,ETH,3.1609316043071973
2023-10-28 10:41:19,TEL,785.4880128155532
2023-10-28 10:41:19,OCEAN,517.9877062346544
2023-10-28 10:41:19,GALA,318.874060974618
2023-10-28 10:41:19,USD,0.0
2023-10-28 10:41:19,ATOM,325.3203155445233
2023-10-28 10:41:19,ESX,617.998962
2023-10-29 09:51:55,XRP,2783.8776635287195
2023-10-29 09:51:55,ETH,3.158570037190733
2023-10-29 09:51:55,TEL,781.7448808206483
2023-10-29 09:51:55,OCEAN,529.5842204582339
2023-10-29 09:51:55,GALA,321.371345561878
2023-10-29 09:51:55,USD,0.0
2023-10-29 09:51:55,ATOM,326.4941615054538
2023-10-29 09:51:55,ESX,617.998962
2023-10-29 09:52:23,XRP,2783.8776635287195
2023-10-29 09:52:23,ETH,3.158570037190733
2023-10-29 09:52:23,TEL,781.7511723061252
2023-10-29 09:52:23,OCEAN,529.6735756403715
2023-10-29 09:52:23,GALA,321.371345561878
2023-10-29 09:52:23,USD,0.0
2023-10-29 09:52:23,ATOM,326.4942046087108
2023-10-29 09:52:23,ESX,617.998962
2023-10-29 09:52:46,XRP,2783.8776635287195
2023-10-29 09:52:46,ETH,3.158570037190733
2023-10-29 09:52:46,TEL,781.7511723061252
2023-10-29 09:52:46,OCEAN,529.6735756403715
2023-10-29 09:52:46,GALA,321.371345561878
2023-10-29 09:52:46,USD,0.0
2023-10-29 09:52:46,ATOM,326.4942261603393
2023-10-29 09:52:46,ESX,617.998962
2023-10-29 09:57:04,XRP,2783.8776635287195
2023-10-29 09:57:04,ETH,3.158570037190733
2023-10-29 09:57:04,TEL,781.7511723061252
2023-10-29 09:57:04,OCEAN,529.6735756403715
2023-10-29 09:57:04,GALA,321.371345561878
2023-10-29 09:57:04,USD,0.0
2023-10-29 09:57:04,ATOM,326.4941830570823
2023-10-29 09:57:04,ESX,617.998962
2023-10-29 19:51:39,XRP,2788.905149304396
2023-10-29 19:51:39,ETH,3.1574928925714745
2023-10-29 19:51:39,TEL,780.869685379603
2023-10-29 19:51:39,OCEAN,528.8998755635895
2023-10-29 19:51:39,GALA,320.71771878246324
2023-10-29 19:51:39,USD,0.0
2023-10-29 19:51:39,ATOM,326.450915648122
2023-10-29 19:51:39,ESX,617.998962
2023-10-30 10:38:41,XRP,2830.300617348548
2023-10-30 10:38:41,ETH,3.2031973183619447
2023-10-30 10:38:41,TEL,792.1413884256536
2023-10-30 10:38:41,OCEAN,537.9557420146521
2023-10-30 10:38:41,GALA,366.99297586866203
2023-10-30 10:38:41,USD,0.0
2023-10-30 10:38:41,ATOM,336.94394788198366
2023-10-30 10:38:41,ESX,617.998962
2023-10-30 10:40:44,XRP,2830.300617348548
2023-10-30 10:40:44,ETH,3.2031973183619447
2023-10-30 10:40:44,TEL,792.1413884256536
2023-10-30 10:40:44,OCEAN,538.2607958827128
2023-10-30 10:40:44,GALA,366.99297586866203
2023-10-30 10:40:44,USD,0.0
2023-10-30 10:40:44,ATOM,336.94397011188244
2023-10-30 10:40:44,ESX,617.998962
2023-10-30 10:41:05,XRP,2829.194158471849
2023-10-30 10:41:05,ETH,3.202867235375225
2023-10-30 10:41:05,TEL,792.0504977524399
2023-10-30 10:41:05,OCEAN,538.291631334696
2023-10-30 10:41:05,GALA,366.9344178398963
2023-10-30 10:41:05,USD,0.0
2023-10-30 10:41:05,ATOM,337.10116538155233
2023-10-30 10:41:05,ESX,617.998962
2023-10-30 10:41:57,XRP,2825.557144096943
2023-10-30 10:41:57,ETH,3.203430084761801
2023-10-30 10:41:57,TEL,792.0504977524399
2023-10-30 10:41:57,OCEAN,538.4003892397546
2023-10-30 10:41:57,GALA,366.9344178398963
2023-10-30 10:41:57,USD,0.0
2023-10-30 10:41:57,ATOM,337.1011950352238
2023-10-30 10:41:57,ESX,617.998962
2023-10-30 14:36:59,XRP,2825.592664990062
2023-10-30 14:36:59,ETH,3.2039979050365104
2023-10-30 14:36:59,TEL,791.819976504916
2023-10-30 14:36:59,OCEAN,538.3696180109413
2023-10-30 14:36:59,GALA,366.21383780380864
2023-10-30 14:36:59,USD,0.0
2023-10-30 14:36:59,ATOM,337.3601389745299
2023-10-30 14:36:59,ESX,617.998962
2023-10-30 23:28:12,XRP,2916.4370733974743
2023-10-30 23:28:12,ETH,3.205996769800818
2023-10-30 23:28:12,TEL,800.3490638958839
2023-10-30 23:28:12,OCEAN,540.6890709645636
2023-10-30 23:28:12,GALA,358.1280149029223
2023-10-30 23:28:12,USD,0.0
2023-10-30 23:28:12,ATOM,340.2587255350479
2023-10-30 23:28:12,ESX,617.998962
2023-10-30 23:28:26,XRP,2928.650865498252
2023-10-30 23:28:26,ETH,3.1937575518457124
2023-10-30 23:28:26,TEL,793.48351903808
2023-10-30 23:28:26,OCEAN,540.6572586302071
2023-10-30 23:28:26,GALA,351.1636980801455
2023-10-30 23:28:26,USD,0.0
2023-10-30 23:28:26,ATOM,367.37453619797964
2023-10-30 23:28:26,ESX,617.998962
2023-10-30 23:35:28,XRP,2928.650865498252
2023-10-30 23:35:28,ETH,3.1937575518457124
2023-10-30 23:35:28,TEL,793.48351903808
2023-10-30 23:35:28,OCEAN,540.6572586302071
2023-10-30 23:35:28,GALA,351.1636980801455
2023-10-30 23:35:28,USD,0.0
2023-10-30 23:35:28,ATOM,367.41611181381023
2023-10-30 23:35:28,ESX,617.998962
2023-10-30 23:35:40,XRP,2931.5680594298537
2023-10-30 23:35:40,ETH,3.191200345761319
2023-10-30 23:35:40,TEL,793.3875113351227
2023-10-30 23:35:40,OCEAN,540.8396805782286
2023-10-30 23:35:40,GALA,349.7659270612763
2023-10-30 23:35:40,USD,0.0
2023-10-30 23:35:40,ATOM,367.9298139412864
2023-10-30 23:35:40,ESX,617.998962
2023-10-30 23:37:19,XRP,2931.5680594298537
2023-10-30 23:37:19,ETH,3.191200345761319
2023-10-30 23:37:19,TEL,793.3875113351227
2023-10-30 23:37:19,OCEAN,540.8396805782286
2023-10-30 23:37:19,GALA,349.7659270612763
2023-10-30 23:37:19,USD,0.0
2023-10-30 23:37:19,ATOM,368.18147377950237
2023-10-30 23:37:19,ESX,617.998962
2023-10-31 09:45:30,XRP,2912.829575231713
2023-10-31 09:45:30,ETH,3.180322151480654
2023-10-31 09:45:30,TEL,861.153415980929
2023-10-31 09:45:30,OCEAN,535.7906985382032
2023-10-31 09:45:30,GALA,354.34972932849496
2023-10-31 09:45:30,USD,0.0
2023-10-31 09:45:30,ATOM,362.48110068545685
2023-10-31 09:45:30,ESX,617.998962
2023-10-31 12:02:11,XRP,2912.829575231713
2023-10-31 12:02:11,ETH,3.179739751506414
2023-10-31 12:02:11,TEL,861.153415980929
2023-10-31 12:02:11,OCEAN,535.7906985382032
2023-10-31 12:02:11,GALA,354.3773241161455
2023-10-31 12:02:11,USD,0.0
2023-10-31 12:02:11,ATOM,362.5024581955037
2023-10-31 12:02:11,ESX,617.998962
2023-10-31 14:55:08,XRP,3016.994340597608
2023-10-31 14:55:08,ETH,3.164110905735407
2023-10-31 14:55:08,TEL,866.3030593916685
2023-10-31 14:55:08,OCEAN,516.4235441190069
2023-10-31 14:55:08,GALA,345.4442052783359
2023-10-31 14:55:08,USD,0.0
2023-10-31 14:55:08,ATOM,370.49461529210436
2023-10-31 14:55:08,ESX,617.998962
2023-10-31 15:35:54,XRP,3010.933303801105
2023-10-31 15:35:54,ETH,3.177114082804532
2023-10-31 15:35:54,TEL,869.0290346844519
2023-10-31 15:35:54,OCEAN,510.11505671610996
2023-10-31 15:35:54,GALA,342.87887069607706
2023-10-31 15:35:54,USD,0.0
2023-10-31 15:35:54,ATOM,362.1315895013787
2023-10-31 15:35:54,ESX,617.998962
2023-10-31 16:38:40,XRP,3020.088103218709
2023-10-31 16:38:40,ETH,3.166939775402518
2023-10-31 16:38:40,TEL,867.288300204826
2023-10-31 16:38:40,OCEAN,492.81931735787435
2023-10-31 16:38:40,GALA,329.5766595644737
2023-10-31 16:38:40,USD,0.0
2023-10-31 16:38:40,ATOM,362.20914559189004
2023-10-31 16:38:40,ESX,617.998962
2023-10-31 19:38:09,XRP,3040.89
2023-10-31 19:38:09,ETH,3.2
2023-10-31 19:38:09,TEL,907.7
2023-10-31 19:38:09,OCEAN,515.32
2023-10-31 19:38:09,GALA,334.15
2023-10-31 19:38:09,USD,0.0
2023-10-31 19:38:09,ATOM,360.86
2023-10-31 19:38:09,ESX,617.998962
2023-11-01 00:12:38,XRP,3034.19
2023-11-01 00:12:38,ETH,3.19
2023-11-01 00:12:38,TEL,906.31
2023-11-01 00:12:38,OCEAN,511.97
2023-11-01 00:12:38,GALA,332.16
2023-11-01 00:12:38,USD,0.0
2023-11-01 00:12:38,ATOM,358.33
2023-11-01 00:12:38,ESX,617.998962
2023-11-01 00:12:41,XRP,3040.17
2023-11-01 00:12:41,ETH,3.2
2023-11-01 00:12:41,TEL,903.76
2023-11-01 00:12:41,OCEAN,514.97
2023-11-01 00:12:41,GALA,334.09
2023-11-01 00:12:41,USD,0.0
2023-11-01 00:12:41,ATOM,360.7
2023-11-01 00:12:41,ESX,617.998962
2023-11-01 00:13:11,XRP,3040.17
2023-11-01 00:13:11,ETH,3.2
2023-11-01 00:13:11,TEL,903.76
2023-11-01 00:13:11,OCEAN,514.97
2023-11-01 00:13:11,GALA,334.09
2023-11-01 00:13:11,USD,0.0
2023-11-01 00:13:11,ATOM,360.7
2023-11-01 00:13:11,ESX,617.998962
2023-11-01 00:15:11,XRP,3031.26
2023-11-01 00:15:11,ETH,3.2
2023-11-01 00:15:11,TEL,942.46
2023-11-01 00:15:11,OCEAN,526.36
2023-11-01 00:15:11,GALA,336.72
2023-11-01 00:15:11,USD,0.0
2023-11-01 00:15:11,ATOM,360.14
2023-11-01 00:15:11,ESX,617.998962
2023-11-01 09:49:09,XRP,3055.41
2023-11-01 09:49:09,ETH,3.19
2023-11-01 09:49:09,TEL,946.71
2023-11-01 09:49:09,OCEAN,516.49
2023-11-01 09:49:09,GALA,328.3
2023-11-01 09:49:09,USD,0.0
2023-11-01 09:49:09,ATOM,349.86
2023-11-01 09:49:09,ESX,617.998962
2023-11-01 09:52:26,XRP,3055.41
2023-11-01 09:52:26,ETH,3.19
2023-11-01 09:52:26,TEL,946.71
2023-11-01 09:52:26,OCEAN,516.45
2023-11-01 09:52:26,GALA,328.3
2023-11-01 09:52:26,USD,0.0
2023-11-01 09:52:26,ATOM,349.93
2023-11-01 09:52:26,ESX,617.998962
2023-11-01 09:52:42,XRP,3055.79
2023-11-01 09:52:42,ETH,3.18
2023-11-01 09:52:42,TEL,946.52
2023-11-01 09:52:42,OCEAN,516.23
2023-11-01 09:52:42,GALA,327.45
2023-11-01 09:52:42,USD,0.0
2023-11-01 09:52:42,ATOM,350.22
2023-11-01 09:52:42,ESX,617.998962
2023-11-01 09:52:49,XRP,3055.79
2023-11-01 09:52:49,ETH,3.18
